10fc36c538e09531407d394806bbf3b76d092a0b,DELETE,regular-file,data/.mongodb/mongosh/69234b33984d72f6ae9dc29c_log,4196,
a5d71abc6a09b9e4431575720bacf7d46211916b,DELETE,regular-file,data/.mongodb/mongosh/69234b33dadcad39a99dc29c_log,4688,
fe8e23998d307e2ac987accec13c5ac1863d529c,DELETE,regular-file,data/.mongodb/mongosh/config,110,
e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,DELETE,regular-file,data/.mongodb/mongosh/mongosh_repl_history,0,
9e26dfeeb6e641a33dae4961196235bdb965b21b,DELETE,regular-file,data/.mongodb/mongosh/snippets/package.json,2,
420d79a16c751c824a60168aefb1521e1fedc828,DELETE,regular-file,data/WiredTiger,50,
3d842068eaace86375117634c7e4bd9b9eba197a,DELETE,regular-file,data/WiredTiger.lock,21,
7f9e00da2b30ec35d400f5aa4b8da37c6741adda,DELETE,regular-file,data/WiredTiger.turtle,1480,
d92fb772c613706b9af38d458be683cea652033e,DELETE,regular-file,data/WiredTiger.wt,81920,
3f019cba9b5ed0b1a0275084adb91169387c9683,DELETE,regular-file,data/WiredTigerHS.wt,4096,
db3fe20c2d63fd3220f854e4d4e5501990f721d1,DELETE,regular-file,data/_mdb_catalog.wt,36864,
420d79a16c751c824a60168aefb1521e1fedc828,DELETE,regular-file,data/_tmp/spilldb/WiredTiger,50,
3d842068eaace86375117634c7e4bd9b9eba197a,DELETE,regular-file,data/_tmp/spilldb/WiredTiger.lock,21,
910b6abae457fe95c83e909d8bc06d1df22a4c55,DELETE,regular-file,data/_tmp/spilldb/WiredTiger.turtle,1474,
d01e3b9835bc89aa444b70356e075cfb0fc248b0,DELETE,regular-file,data/_tmp/spilldb/WiredTiger.wt,36864,
3f019cba9b5ed0b1a0275084adb91169387c9683,DELETE,regular-file,data/_tmp/spilldb/WiredTigerHS.wt,4096,
cab4af8dc53113f3a74e24c5ab8cfab3922def40,DELETE,regular-file,data/collection-039939eb-45a3-4ee3-8c28-f28edeb016cc.wt,12288,
33c330fe7a9f7ad50d93f860ec059f9dac9673fb,DELETE,regular-file,data/collection-307bbfa2-3189-4c45-9ab5-1a0a60749603.wt,20480,
d0fed6dbda1e093e815110535663235e9471cbd2,DELETE,regular-file,data/collection-34c85764-df63-4e57-9549-1d427ae1e72c.wt,36864,
deace5fd1e22e6eff78bd94a8d5c65cccc9ae6cc,DELETE,regular-file,data/collection-37aae03e-09e4-4707-90eb-7521fed20e0c.wt,20480,
8c42157a67d32ce9d50070dae30006ec9023297c,DELETE,regular-file,data/collection-de4c1bfc-70f2-41d0-8c2f-9d04f8646909.wt,200704,
2fc76d584a35db452eb73d70eb803ae2071f7c9b,DELETE,regular-file,data/collection-f7e7ff97-40fe-4561-a7c9-b1b704440232.wt,20480,
f45dbae1e883f7d3c4f9a04549bdaf89efb92d45,DELETE,regular-file,data/diagnostic.data/metrics.2025-11-23T17-58-11Z-00000,94302,
5dcea939806c55608db053d966d2a4ee4117b099,DELETE,regular-file,data/diagnostic.data/metrics.2025-11-23T17-58-19Z-00000,10467178,
bbdd2f49cc6973236c872289223ec35bcc50eaf7,DELETE,regular-file,data/diagnostic.data/metrics.2025-11-24T18-03-19Z-00000,10481708,
67e3868f74571511652c349f97b24af7c45c4f76,DELETE,regular-file,data/diagnostic.data/metrics.2025-11-25T18-53-19Z-00000,1627909,
e5d89bc1fd6db93b2db5f9f9e02135104d8b09bd,DELETE,regular-file,data/index-133aa3ef-eca7-4662-97ee-fe774a21af6a.wt,12288,
2b37836201ea52f29de99fd9366eb290f75d9ce6,DELETE,regular-file,data/index-29426496-e8cd-4c61-b984-7765bbe5a095.wt,20480,
8c98408bf1dbfc49a5f1b1c35f69ee87f89076dd,DELETE,regular-file,data/index-3853dada-809b-4af8-8cdd-e83d05904002.wt,36864,
f115d8a628a35679e58766a4a72506e507413aca,DELETE,regular-file,data/index-3bbb352b-9e8c-4657-b30d-92b691741af7.wt,20480,
8b505d03873342fd8fd8801f1fd01b98db39e7c4,DELETE,regular-file,data/index-4848b4a9-13db-47d0-9687-9889d0519e14.wt,12288,
ac7aa82d4e4e0080dcf468a6ca341cf055dc8981,DELETE,regular-file,data/index-7567b6f4-6721-43e5-b2d2-b97cbf0e2ad8.wt,32768,
bf952b18b371c7af1a8df329cd4b14ee9cc36ac3,DELETE,regular-file,data/index-7f225cae-30e0-490d-92e8-06fa6c1707ef.wt,20480,
01606bc6e2e6ca93e5e9a4234b02d2d0d2606992,DELETE,regular-file,data/index-fd53ebb5-6125-43ad-8ff9-8eab52db6f84.wt,20480,
94eee0e407c905602fc94023e90fef5edf5e40b3,DELETE,regular-file,data/index-ff806d44-28f5-4525-9379-ff33c770b9bd.wt,20480,
3c26ddc857e3e21ad4391a840b4f18d98a811a7b,DELETE,regular-file,data/journal/WiredTigerLog.0000000002,104857600,
aa52a216f4fcb71fc3d1124740a85c53655bb09d,DELETE,regular-file,data/journal/WiredTigerPreplog.0000000001,104857600,
e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,DELETE,regular-file,data/mongod.lock,0,
b089cbfae60841e14d4b00cfad70fa4d48a4bea6,DELETE,regular-file,data/sizeStorer.wt,32768,
276b69451558644015832b36017fa871ed43443a,DELETE,regular-file,data/storage.bson,114,
